"","LogFC","logCPM","LR","PValue","padj","stat"
"LOC100128788",1.85669326483484,0.38526889850589,228.223777699467,1.45449906010643e-51,1.26359075781491e-50,NA
"LOC100131193",1.30158438378036,1.67782232670698,123.959945438178,8.59614482073277e-29,3.58048536997757e-28,NA
"LOC100131691",1.0197791565842,0.743229054976605,87.9425620326867,6.73830246512437e-21,2.03887019552981e-20,NA
"LOC100233209",1.17015704358308,0.446086965746631,62.5045853499878,2.65825006304251e-15,6.36229199827636e-15,NA
"LOC145837",1.99607899064508,2.51347529751247,67.6880193036232,1.91523784417792e-16,4.8364624814249e-16,NA
"LOC152225",5.04258597566303,0.540198085734547,88.3892467053142,5.37622760548545e-21,1.63303598560913e-20,NA
"LOC153328",2.63758406975793,0.580647024530018,59.1587925994545,1.45447992500647e-14,3.36599819861314e-14,NA
"LOC158376",-1.50392340249751,0.908272627102068,127.580082214122,1.38690251911828e-29,5.93948279170547e-29,NA
"LOC222699",1.50291963345026,1.62176481659198,132.9347832455,9.34311377605657e-31,4.18781745335339e-30,NA
"LOC283392",-5.57942817976312,0.962518906368055,757.276238785279,1.05025653276651e-166,7.52296734696549e-165,NA
"LOC284233",1.73280955153789,1.04718417042016,50.5130557621158,1.18374686478692e-12,2.52384724362626e-12,NA
"LOC285593",1.66410093461406,0.342953364087486,51.3817951750398,7.60404208289361e-13,1.63222335388319e-12,"285593"
"LOC338651",1.99138850466465,1.44561845883259,103.229564865713,2.98478511842672e-24,1.03587965244444e-23,NA
"LOC339524",-2.49851350178155,2.64629733545402,726.368917352308,5.51771501277732e-160,3.63754141483935e-158,NA
"LOC339535",1.1168194659461,1.34628813812101,17.9637484100579,2.2515226020882e-05,3.32297525988232e-05,NA
"LOC387646",1.22643777846672,1.96979195336452,62.5088984333051,2.65243481790805e-15,6.34939369408935e-15,NA
"LOC388588",1.3288428581186,1.50528110633699,110.588635720025,7.28157993358488e-26,2.70072839010409e-25,NA
"LOC389033",1.15585993365671,0.607057323893687,10.4367971833003,0.00123529290894653,0.00163582162033547,NA
"LOC389493",2.33570559007017,1.98937363636723,109.045716175463,1.58585726523811e-25,5.78542786356089e-25,NA
"LOC399959",-1.55671351798227,3.81365293175605,337.493333193631,2.2427656283431e-75,3.3820814875186e-74,NA
"LOC401010",1.07459651438956,0.91002842650636,174.256674680931,8.7002501591813e-40,5.28004183794876e-39,NA
"LOC401093",-1.41803235263867,2.24753623488009,230.010383112314,5.93032099736869e-52,5.21889264854082e-51,NA
"LOC440905",1.5681433380393,3.06845206291047,48.0461882194925,4.16296139128489e-12,8.64807051990428e-12,NA
"LOC441869",-1.58248635071631,3.37001176760538,299.458871736989,4.32180673206941e-67,5.51761769503874e-66,NA
"LOC541471",1.47969912695107,3.77706170052195,213.107681786186,2.8832403296914e-48,2.25735142785456e-47,NA
"LOC643008",1.65371424865789,0.268150325743173,117.225338459692,2.56236850408181e-27,1.00943226711568e-26,NA
"LOC643719",2.24805224176452,2.95629450754781,36.728499016604,1.35779906269991e-09,2.49812894976116e-09,NA
"LOC644538",-1.19695995000195,1.95565563796945,268.230337740965,2.75806211845765e-60,3.01484721224509e-59,NA
"LOC647946",2.0118241637849,0.311959745231928,121.350604653331,3.20230104139364e-28,1.3072672370374e-27,NA
"LOC728264",-3.62554636125761,4.57027450483911,1318.39221496429,1.13856278680266e-288,3.32616607070057e-286,NA
"LOC728554",1.13222959060828,3.85693427064056,123.089009417249,1.33331352738663e-28,5.5211334754123e-28,"728554"
"LOC728606",1.47581554920095,2.26566464544346,25.9379843551435,3.5256306406605e-07,5.74394433189729e-07,NA
"LOC728758",1.0098997247984,1.35270906604837,147.824234145035,5.18266150049376e-34,2.6148484150307e-33,NA
"LOC728875",1.12899568811369,1.84255772525091,46.3543948480376,9.86859051547339e-12,2.01828593122907e-11,NA
"LOC730101",1.16480487808791,3.34064200346706,110.346333731423,8.22827633902488e-26,3.04427835051233e-25,"730101"
"LOC80054",-1.06562587890063,1.85743658207355,123.895676581307,8.87912955297149e-29,3.69628810309366e-28,NA
"LOC81691",1.00071228668953,3.30020570534105,118.883277529867,1.11077132790169e-27,4.43802145733634e-27,NA
"LOC84740",4.16985973701417,2.58366202867591,112.849789426152,2.32756911940559e-26,8.83527447389142e-26,NA
"LOC92659",1.57624579650176,3.43200560585201,255.628963666154,1.53931762616868e-57,1.56548077216977e-56,NA
"LOC96610",1.01689461486215,10.1061616675095,22.0737971496117,2.62366758066383e-06,4.08891456948853e-06,NA
"LONRF3",-1.22786154714624,0.368406880838132,91.4055226323924,1.17049331881799e-21,3.64912742353404e-21,"79836"
"LOXL1",1.00456318809833,6.28275749261439,93.2608950833589,4.58359393948711e-22,1.45269019579703e-21,"4016"
"LOXL4",-1.71794679577366,3.47626168018005,132.779047803517,1.01055511565459e-30,4.52547660599272e-30,"84171"
"LPCAT1",1.0883118977734,6.56594292466963,181.4514029049,2.33629163670634e-41,1.49971603167979e-40,"79888"
"LPCAT2",-1.14881515646236,4.77378642842828,267.266419966953,4.47396049768469e-60,4.86551368284702e-59,"54947"
"LPHN2",-1.02543197138798,5.3889831371809,113.778397840419,1.45716391489995e-26,5.58535764550922e-26,NA
"LPHN3",-1.91939494083514,1.53330847735631,163.169286562329,2.29740968905628e-37,1.28971766982854e-36,NA
"LPL",-4.26338383140065,6.99191655469784,1378.83816214033,8.33616657462115e-302,2.88838478593676e-299,"4023"
"LPPR3",1.71619983753418,3.38718592696316,41.7235029653357,1.05137493689316e-10,2.04096875371611e-10,NA
"LQK1",1.21961422031632,0.813510660556354,70.8872157972305,3.78240991666573e-17,9.84695532909361e-17,NA
"LRCH2",-1.08359643294959,1.15838928895083,180.554520501937,3.66730475987307e-41,2.33900571992076e-40,"57631"
"LRFN1",1.4123103179365,3.19738398223037,155.270244114435,1.22218647996555e-35,6.53367648547067e-35,"57622"
"LRG1",2.11791909869743,5.36919909438296,88.6298792028651,4.76044163305933e-21,1.44894422657714e-20,"116844"
"LRIG3",-1.38680680349489,4.52387449255509,264.348062187689,1.93540566052507e-59,2.06706874094359e-58,"121227"
"LRP1B",1.25870692347202,3.25472059342994,13.8523893474162,0.00019774514480343,0.000275991092498951,"53353"
"LRP1",-1.74932668188132,9.11905402248833,415.830552532358,1.97236133950099e-92,3.9181615462967e-91,"4035"
"LRP4",-1.00581446439318,3.09603277974504,57.1088078620205,4.12354774402662e-14,9.36250195645422e-14,"4038"
"LRP5",-1.0041018065027,7.12890005119812,146.912131774582,8.20237641714023e-34,4.10642494082568e-33,"4041"
"LRP8",2.33526151394336,3.36011565078021,221.714924389963,3.82226947659846e-50,3.17259013547857e-49,"7804"
"LRRC10B",1.62912943767437,2.23844479005721,73.6041734170701,9.54626303135207e-18,2.53936391544571e-17,"390205"
"LRRC15",3.84241211342623,7.14427148399422,366.050013181494,1.35594163563837e-81,2.24968534848285e-80,"131578"
"LRRC16B",2.0464683441825,0.732591982994935,111.784337555218,3.98370592544385e-26,1.49278759012042e-25,NA
"LRRC24",1.87991216061906,0.787304944355104,127.493956564772,1.44841265019303e-29,6.19400116969747e-29,"441381"
"LRRC26",1.46174048973823,2.8667321823259,44.2335822708676,2.91438417905866e-11,5.81355066056969e-11,"389816"
"LRRC2",-3.44510676696497,0.284653779641086,1187.16472042465,3.75643533773307e-260,8.35330299953509e-258,"79442"
"LRRC31",3.00600803942867,2.55053879221904,55.3919962451,9.87376670300397e-14,2.20586669827645e-13,"79782"
"LRRC37A3",1.01074107626832,3.23385669801245,88.3969618693986,5.35529961158717e-21,1.62734262518942e-20,"374819"
"LRRC45",1.19943129229724,4.94915448421355,253.376205005077,4.76887423802401e-57,4.77817466525352e-56,"201255"
"LRRC46",2.75576667270166,2.31243130849144,241.442066467949,1.90666551438868e-54,1.78887969136505e-53,"90506"
"LRRC50",1.85048084004131,1.04541123680979,83.0575624735086,7.96984483276352e-20,2.31467286868116e-19,NA
"LRRC55",1.26081436594562,0.806412416807155,71.7769429628274,2.40951360764813e-17,6.3202229040776e-17,"219527"
"LRRC56",1.60927641254788,3.44453399646611,175.395965867267,4.90612328743173e-40,3.00313602544968e-39,"115399"
"LRRC59",1.29571549879167,7.8324130084428,218.55807848179,1.86598454590657e-49,1.51423223036285e-48,"55379"
"LRRC6",1.87938996035132,3.02427572560479,154.686532878279,1.63944327812345e-35,8.74545843206636e-35,"23639"
"LRRC70",-1.73659488331027,1.46659496890823,518.313955847892,9.84836772320446e-115,2.86583653726608e-113,"100130733"
"LRRCC1",1.11506006381953,5.28613346573532,164.777345133557,1.02317198257933e-37,5.80069991189096e-37,"85444"
"LRRN2",1.56485225646255,5.0861864343542,119.415017953484,8.49581856806049e-28,3.41552079993344e-27,"10446"
"LRRN3",-2.02865011612681,1.6980748185248,243.081538728896,8.37162957550639e-55,7.92432713122425e-54,"54674"
"LRRN4CL",-3.51210925720441,2.03910922001792,1303.87888700141,1.62287901625413e-285,4.47764341910561e-283,"221091"
"LRTM2",6.56183029971454,1.06175097158664,164.194727706397,1.37158419814256e-37,7.7553066292698e-37,"654429"
"LSM1",1.15917405025902,5.56040168478887,115.696967274442,5.53765595980425e-27,2.15757155191223e-26,"27257"
"LSM4",1.15843053526106,6.64923899354613,369.515912952685,2.38558581725746e-82,4.02068360761526e-81,"25804"
"LSR",1.10104437407154,7.5875262114066,171.440588569606,3.58537969168538e-39,2.13162697631367e-38,"51599"
"LST-3TM12",-3.0287871429684,0.467692342452747,19.358232956386,1.08351093874637e-05,1.62964157847589e-05,NA
"LTBP2",-1.12875119728865,7.69655692310285,154.512491716134,1.78949439913012e-35,9.51862800879676e-35,"4053"
"LTBP4",-2.30795598302618,6.39855669596261,1119.83575742766,1.61335854600165e-245,3.08172166370239e-243,"8425"
"LTB",2.02260629337216,3.65435746403845,91.4565702447348,1.14068405618026e-21,3.55842792148864e-21,"4050"
"LUZP2",-1.75182691622711,0.848445221978762,100.854226169375,9.90083356416271e-24,3.35713516778471e-23,"338645"
"LY6D",1.87318019855269,3.16205980667082,17.8096985262332,2.44135649622726e-05,3.59460128839707e-05,"8581"
"LY6G6C",1.68619340794391,0.907477802566595,37.4523473823344,9.36738891698105e-10,1.73652765303099e-09,"80740"
"LY75",-1.14239164166824,4.9748705652451,120.234491251878,5.62079330176683e-28,2.27256986168315e-27,"4065"
"LYNX1",-1.29130861602141,4.76872764821627,104.707641322625,1.41554090757189e-24,4.96940244625672e-24,"66004"
"LYPD1",2.55067718077764,2.12231494505186,227.318778354542,2.29132624267486e-51,1.97560588481555e-50,"116372"
"LYPD5",1.06955810943429,2.43955632937677,57.7534424974444,2.97119609789326e-14,6.780188491731e-14,"284348"
"LYPD6B",1.05081258307173,3.90945836783783,36.6733768994186,1.39673982790557e-09,2.56723744090367e-09,"130576"
"LYPLA1",1.09629269726176,6.77500424025949,200.72903314241,1.44791130992235e-45,1.04265010181407e-44,"10434"
"LYVE1",-4.82086502084163,3.5876569819148,2272.44884258318,0,0,"10894"
"LYZ",1.43765048386154,7.83695530686655,64.2664332864535,1.08681654194863e-15,2.65406976864327e-15,"4069"
"MAD2L1",2.63862030538798,4.54309512956861,473.653750632976,5.13679627326776e-105,1.27342974501525e-103,"4085"
"MAEL",6.6608170985172,1.02354916995995,110.323591643403,8.3232172687577e-26,3.07863987306904e-25,"84944"
"MAFF",-1.73444309087808,4.80120921039947,511.287375589652,3.32750934758276e-113,9.30141871850572e-112,"23764"
"MAF",-1.07999160715599,5.26478436392815,252.360646732846,7.93975093415911e-57,7.92326518205201e-56,"4094"
"MAGEA12",8.64229054274815,1.00986328784246,50.0238366468589,1.5188958153928e-12,3.22089791539103e-12,"4111"
"MAGEA1",8.82396998698283,1.22891077744788,79.145910876755,5.76880391969009e-19,1.61498326943748e-18,"4100"
"MAGEA2",8.40964767536223,1.05750833788514,29.5313056656755,5.50207830525213e-08,9.35045792973097e-08,"4101"
"MAGEA3",8.21942257144187,2.30635666143059,42.1656278683228,8.38610946194833e-11,1.63647210050515e-10,"4102"
"MAGEA4",6.32915861889199,2.11081790873634,26.6484986888748,2.44040342131032e-07,4.01098406774434e-07,"4103"
"MAGEA6",7.88242416159739,2.80116075424796,42.4554254743598,7.23115472042583e-11,1.41442791360935e-10,"4105"
"MAGEA9B",4.24485474484906,0.531230395121947,19.2595771539151,1.14096587698925e-05,1.71294343019578e-05,"728269"
"MAGEC2",7.37434423260236,0.449907114850093,45.5654445712737,1.47623064785347e-11,2.98714660089215e-11,"51438"
"MAGED2",1.20411753262878,9.58035958460898,107.115857960973,4.19890702642148e-25,1.50419609970314e-24,"10916"
"MAGI1",-1.00287568141476,5.38533007276082,210.426112819672,1.10892073777168e-47,8.52958702739304e-47,"9223"
"MAGIX",1.59672994315399,2.14127009643731,212.55817374792,3.79979788837462e-48,2.95784685156183e-47,"79917"
"MAGOHB",1.30369417638516,4.29004998983123,226.398697344017,3.63708188113279e-51,3.11072806813992e-50,"55110"
"MAG",1.80782357302829,0.591191065399336,37.8427842644983,7.66814827826598e-10,1.42809676497356e-09,"4099"
"MAL2",1.71827818668571,8.39196370603543,234.173561840471,7.33150413412393e-53,6.62012606632196e-52,"114569"
"MAMDC2",-3.02116834265258,3.2406044392911,817.449955968211,8.67315794019901e-180,7.38407886577286e-178,"256691"
"MAML2",-2.00881592524024,4.47535674097766,470.381598041609,2.64685570384969e-104,6.5075087676001e-103,"84441"
"MANEAL",1.57329174219351,4.60200287034737,168.364722499595,1.68398138507187e-38,9.77010851097577e-38,"149175"
"MANF",1.16748892121434,6.09122009678671,303.973633620665,4.48816775348957e-68,5.88119712922085e-67,"7873"
"MAOA",-3.0771928202996,5.66609872148239,577.965261619278,1.03915198155415e-127,3.92952420638965e-126,"4128"
"MAP1B",-1.07074613575317,6.19559392551843,130.831479270505,2.69544731930701e-30,1.18744735689992e-29,"4131"
"MAP4K1",1.24592290131519,2.93520886777664,84.3471021321254,4.15106888123029e-20,1.218175600974e-19,"11184"
"MAP6D1",1.33003607429559,2.35934503201274,111.83760761999,3.87809230204958e-26,1.45467515630002e-25,"79929"
"MAP7D2",1.60331799741793,0.924305256602349,38.0388598239474,6.93495449548074e-10,1.2955973295068e-09,"256714"
"MAP7D3",-1.82283930799299,3.35921176984028,479.40766888175,2.87497294661899e-106,7.29714172600959e-105,"79649"
"MAPK10",-1.83636351070734,2.89770369410015,219.629593806205,1.08937882510945e-49,8.91304509352314e-49,"5602"
"MAPK13",1.27975390666676,6.00110294312206,302.485584565414,9.46789708977145e-68,1.22769537633163e-66,"5603"
"MAPK15",2.76338257423211,3.52122537694065,153.405494475849,3.12358570556017e-35,1.64388214154507e-34,"225689"
"MAPK8IP2",2.57809944674403,5.27998775240816,205.78996234399,1.13872825043784e-46,8.45336930905503e-46,"23542"
"MARCH1",1.05961330499401,2.23404143885676,131.020348955141,2.45081020150933e-30,1.08063395064479e-29,"55016"
"MARCKSL1",1.14427445759112,8.68423926513313,218.142089257648,2.29958224748861e-49,1.85900574635555e-48,"65108"
"MARCO",-1.68336911550321,2.62278529407389,60.0494781272939,9.25025262147533e-15,2.16153566197241e-14,"8685"
"MARVELD2",1.04853774319766,4.58985684460589,149.891102618833,1.8313112509293e-34,9.38586388978178e-34,"153562"
"MASP1",-3.74553223540398,0.376372687550455,609.365028119617,1.53764793853859e-134,6.83863183172729e-133,"5648"
"MAST1",2.6309599888548,1.21719387647832,120.464013253653,5.00668224478968e-28,2.02702605340004e-27,"22983"
"MAT1A",2.29749552222034,1.47196501343381,66.1792798086417,4.11717959600056e-16,1.02492662992168e-15,"4143"
"MATN2",-2.52910156975253,5.84992346495262,517.965544019167,1.17264452754674e-114,3.39247200309105e-113,"4147"
"MATN3",3.38685025692046,4.75404883406314,332.71539447399,2.46251023228541e-74,3.64339026323936e-73,"4148"
"MBOAT2",1.69727552847877,5.64471104559044,237.005279890601,1.76890677241985e-53,1.61885393134419e-52,"129642"
"MC1R",1.4574174107091,3.09083967951956,242.71917987557,1.00419153307509e-54,9.4692719311935e-54,"4157"
"MCAM",-2.13740590496289,7.09596272984324,1021.9373097724,3.06151755637736e-224,4.18472936444645e-222,"4162"
"MCHR1",1.17388244565994,0.445819474242124,30.6505897942727,3.08932678370648e-08,5.31377046299271e-08,"2847"
"MCM10",3.87732958505225,3.73689097856717,423.523932146151,4.17280695658066e-94,8.55167136810114e-93,"55388"
"MCM2",1.69641131417225,5.96698185916359,273.812295465897,1.67516354692893e-61,1.87374336979686e-60,"4171"
"MCM4",1.76403842136012,6.84437602980297,253.819369675259,3.81774882763309e-57,3.84328647181794e-56,"4173"
"MCM6",1.13113718769708,6.16508537926457,219.146018448178,1.38886602419224e-49,1.13198659159957e-48,"4175"
"MCOLN2",2.10740410486686,1.86666462144838,226.07428536988,4.28062248337868e-51,3.64856947253198e-50,"255231"
"MCTP1",-1.0075170668343,2.77433288270193,121.465699403163,3.02180929890448e-28,1.2344923702873e-27,"79772"
"MDFIC",-1.04341678808139,5.45702815011256,266.835794932961,5.55326966027796e-60,6.03047847437911e-59,"29969"
"MDH1B",1.23192196582778,1.1542094248127,79.0605917967407,6.02339317064062e-19,1.68467307770555e-18,"130752"
"ME1",-1.40370876078466,4.54188954615316,129.739086175933,4.67341953223525e-30,2.03832779891022e-29,"4199"
"MECOM",-1.05463700153017,3.82217289133801,165.321460803731,7.78194181668944e-38,4.43038407057149e-37,"2122"
"MED12L",2.07737040605833,0.641975322454396,114.702807174392,9.14213965642008e-27,3.53238430344924e-26,"116931"
"MEF2C",-1.04687401620102,5.11513479262588,229.240181866755,8.7306668319222e-52,7.64266775139888e-51,"4208"
"MEG3",-1.37122109773497,2.49735434258308,122.623958730769,1.68548877254129e-28,6.95433321021674e-28,"55384"
"MEIS2",-1.53130560106475,3.14802076570611,307.682446072423,6.9838392523851e-69,9.25731503748093e-68,"4212"
"MEIS3",1.01092995640247,4.52219454831158,81.4048028504676,1.83910450184928e-19,5.25221736113714e-19,"56917"
"MELK",4.37008514593996,4.36170911921849,570.715745882251,3.92304137429141e-126,1.42212636096272e-124,"9833"
"MEOX1",-2.68331899504731,2.91291680782925,470.140606309013,2.98656359904355e-104,7.31855445101149e-103,"4222"
"MEOX2",-2.59713142029893,2.75201523156645,560.623079281035,6.15288015568999e-124,2.14687965900761e-122,"4223"
"MESP2",1.50522088027777,1.41924046190733,70.177514409243,5.42007489819649e-17,1.39905918066926e-16,"145873"
"MEST",-1.51602819780934,6.04383400092251,223.937226329301,1.25201029664138e-50,1.0568669353915e-49,"4232"
"METRN",2.57437062295122,5.37575593714001,271.37496191209,5.69174014908782e-61,6.29556321315957e-60,"79006"
"METTL7A",-1.61800215488467,6.41488792132387,543.36151798357,3.50062447003586e-120,1.12163019309816e-118,"25840"
"MET",-1.48941648425369,5.21011883840502,150.128358391401,1.62518842244618e-34,8.3553079040806e-34,"4233"
"MEX3A",2.04818743951465,5.62738215952957,151.944696308271,6.51497924169176e-35,3.39750352544507e-34,"92312"
"MFAP2",2.32256619610317,5.80545364999884,305.117903740647,2.52803664721928e-68,3.32731607834983e-67,"4237"
"MFAP4",-2.48701488035495,6.29447673259815,458.377053729017,1.08411098688896e-101,2.54766081918906e-100,"4239"
"MFAP5",-1.68928205414199,5.93703552684371,226.96119377749,2.7420435033292e-51,2.3519692663271e-50,"8076"
"MFGE8",-1.00679248553437,7.53054248836201,67.389903538311,2.22786941674796e-16,5.60882501522943e-16,"4240"
"MFNG",-1.19091533086429,3.6332231970408,254.963431456247,2.14985147468003e-57,2.18043819749883e-56,"4242"
"MFSD2A",1.14062406230006,3.04930548909518,47.3235592556816,6.01844924123483e-12,1.24040496950004e-11,"84879"
"MFSD2B",2.19133535095941,0.59514443619882,254.006700219978,3.47512214203443e-57,3.50073325180331e-56,"388931"
"MFSD3",1.28781910274552,4.85883201290278,192.436457097261,9.34377650387937e-44,6.4153422180322e-43,"113655"
"MFSD6L",1.33329230039475,1.79920727874849,44.7601075555212,2.22714292145185e-11,4.46778004398965e-11,"162387"
"MGAM",1.88148003633128,2.05638771012833,44.1341606906435,3.06622895895258e-11,6.11072033967823e-11,"8972"
"MGAT3",-1.55325248833407,3.04264881780106,171.529127533228,3.42924345764511e-39,2.04124244009007e-38,"4248"
"MGAT5B",2.30274341321437,1.88472100940859,88.4073747866469,5.32718289654944e-21,1.61912888567299e-20,"146664"
"MGC29506",1.14517456523908,4.597985068193,33.2869850033303,7.95130169152206e-09,1.40947583464589e-08,NA
"MGC45800",-1.29757393060431,0.313700894215125,68.3184232025055,1.39115173272238e-16,3.53638793138214e-16,NA
"MGLL",-2.11729562881985,6.74898470475715,591.155728209997,1.40450142708314e-130,5.7330593868799e-129,"11343"
"MIAT",1.49135335603146,3.35427423577641,122.096414113194,2.19888350482701e-28,9.01518033528278e-28,"440823"
"MICAL2",1.54715619649304,6.84312088169725,266.676344808311,6.01591593811436e-60,6.52337202052154e-59,"9645"
"MICALCL",1.56335091578816,2.03117177934129,96.2600253305952,1.00743737259132e-22,3.28874001188389e-22,"84953"
"MICB",1.66522989208871,3.31004979379429,176.576875862168,2.70935618949351e-40,1.67496671648397e-39,"4277"
"MID1",-1.29782767733429,4.08799334748378,120.670425953135,4.51192890320066e-28,1.83019952977911e-27,"4281"
"MIF",1.30362540141936,8.30857093624219,228.222133194298,1.45570071721904e-51,1.26389772644793e-50,"4282"
"MIPOL1",1.07217097242846,3.30529677838502,124.774218441146,5.70278294423878e-29,2.38266301419556e-28,"145282"
"MIR155HG",1.95393680343266,0.452339301404934,156.848716398152,5.52341269821085e-36,2.9794831929994e-35,"114614"
"MKI67",3.11780963043656,6.84252518931416,426.594328046599,8.95651443408746e-95,1.86113122110835e-93,"4288"
"MKRN3",3.33152619660634,0.637443091612457,68.9258059497288,1.02238231306498e-16,2.61501700984637e-16,"7681"
"MKX",1.75023667270492,3.31401514717582,35.575337949555,2.45374481770318e-09,4.4518197806819e-09,"283078"
"MLC1",2.80605262720432,1.4554177041024,63.4244472178962,1.66637042344096e-15,4.034327744369e-15,"23209"
"MLF1IP",2.61014429243782,4.9128523593393,476.482060979118,1.24521732012032e-105,3.12331529502905e-104,NA
"MLLT11",1.89543603642737,3.60140993457195,194.825083876729,2.81311151468199e-44,1.96403694738739e-43,"10962"
"MLPH",1.42091688951504,8.26004666762742,72.856294616402,1.39442156656806e-17,3.68555737454275e-17,"79083"
"MLXIPL",-3.7921678915281,2.57015047320259,917.530260079364,1.51702713992695e-201,1.59170333505434e-199,"51085"
"MMD",-2.53418166252284,4.81736139365794,1196.67127202821,3.22645355776495e-262,7.28347447835454e-260,"23531"
"MMEL1",2.16931274021016,0.529393541388317,135.565447316259,2.48345422326229e-31,1.14200569359213e-30,"79258"
"MME",-3.15083135506582,5.79760281713397,806.50529152987,2.07826417855321e-177,1.7202254442369e-175,"4311"
"MMP10",3.655452548409,2.45332881227742,131.215712877026,2.22110021152675e-30,9.81381140318416e-30,"4319"
"MMP11",6.01084162514617,9.15703088461673,732.742956062537,2.2686228990726e-161,1.53637329878558e-159,"4320"
"MMP12",3.05649272114032,2.83253592431095,86.2360737945926,1.5968798471486e-20,4.77653339543606e-20,"4321"
"MMP13",7.00009562498075,5.0882285704743,390.364647574102,6.89434698040834e-87,1.24658829685806e-85,"4322"
"MMP14",1.08380092298674,8.95342054992733,108.534446487176,2.0525202580034e-25,7.44594578134714e-25,"4323"
"MMP1",7.35097833711576,5.08672770058893,319.981343802297,1.46205922266972e-71,2.04153892769973e-70,"4312"
"MMP25",1.17690845146205,3.02950468022247,51.5737273864484,6.89582307978555e-13,1.48319428418832e-12,"64386"
"MMP28",-2.17431144345678,2.72017208868562,575.520035132264,3.53647615833041e-127,1.31069547967574e-125,"79148"
"MMP3",2.68547400683086,3.96259450022087,154.857074892549,1.50462194249242e-35,8.04066080387181e-35,"4314"
"MMP9",2.4372418205626,7.37967688487024,121.058275116585,3.7107024811037e-28,1.50889072778286e-27,"4318"
"MMRN1",-3.23006850503637,3.5927267213117,651.578356281454,1.01356222828079e-143,5.45164752316083e-142,"22915"
"MMRN2",-2.05644887596227,5.71643703113707,786.272982593579,5.20707675700318e-173,4.12660832992502e-171,"79812"
"MND1",3.84773308724354,1.97658609488192,404.92723756962,4.65964852609028e-90,8.88912975546979e-89,"84057"
"MNX1",3.6077085810126,0.732198940317355,126.790914371535,2.06413704775059e-29,8.75671351777793e-29,"3110"
"MOBKL2B",-1.3131507610158,3.93414362075615,188.739037651947,5.99206598122989e-43,4.00519475344747e-42,NA
"MOCS1",-2.08316704227361,4.46791192292901,1108.3409476213,5.08198759402451e-243,9.58437128650268e-241,"4337"
"MORN2",1.10442065938646,3.91045323320903,187.639132710696,1.04153513909789e-42,6.91833795694137e-42,"729967"
"MORN3",2.77265929338654,0.527457925040811,278.380422653408,1.69251955478367e-62,1.93826662926379e-61,"283385"
"MOSC1",-2.47613373155964,4.6353265286005,814.287833261608,4.22340801967571e-179,3.57525886847434e-177,NA
"MOXD1",1.48719852198621,3.73307917786691,103.803435538225,2.23417419284508e-24,7.79371606162465e-24,"26002"
"MPDZ",-1.13787029955086,5.42296113019342,356.258046432798,1.83821059275377e-79,2.95123918334465e-78,"8777"
"MPHOSPH9",1.00452737684373,3.62318078001738,175.944443386508,3.7236393205239e-40,2.28871708896392e-39,"10198"
"MRAP",-5.34190958417061,1.40493124906108,436.622892711632,5.88086603301564e-97,1.26617085297543e-95,"56246"
"MRAS",-2.09424810886917,5.64558229951243,637.554959057225,1.13684798469383e-140,5.68385843085682e-139,"22808"
"MRC1",-1.70520161090824,3.95902006898232,162.31806232596,3.52534542953649e-37,1.97310749641864e-36,"4360"
"MRGPRF",-2.46168813457815,3.43030668005038,895.028039593044,1.18213884057978e-196,1.1664030851522e-194,"116535"
"MRPL13",1.40342356213812,5.6839709684188,262.776999732735,4.25802918703663e-59,4.50570858364054e-58,"28998"
"MRPL14",1.19954316552378,5.41456532430313,297.147497861167,1.37798743769728e-66,1.7384110782601e-65,"64928"
"MRPL17",1.05853528373437,6.00277201489791,264.941626857166,1.43680442155814e-59,1.54117703936607e-58,"63875"
"MRPL47",1.17936170042092,5.42923148214528,218.261813884185,2.16537439420703e-49,1.75146108030893e-48,"57129"
"MRPS12",1.11884615390707,5.02245742131401,254.261260157889,3.0582800607388e-57,3.09126964891094e-56,"6183"
"MRPS17",1.09912184506765,4.21538112044253,146.916045630363,8.18623304667628e-34,4.09972054327495e-33,"51373"
"MRPS23",1.20329203242372,5.58156909275827,257.28654166782,6.69879959728129e-58,6.89740257082889e-57,"51649"
"MRPS30",2.05330693136486,6.32169331533413,150.212003968453,1.55819182361182e-34,8.016401926793e-34,"10884"
"MRVI1",-1.0408082099865,4.42307881333738,190.562757705371,2.39604033655377e-43,1.61313172048417e-42,"10335"
"MS4A14",1.57066063917901,2.84381386810254,73.2180623990662,1.16088515345195e-17,3.08032553896361e-17,"84689"
"MS4A15",4.48843019548741,1.79790069834926,123.072720576899,1.3443044951647e-28,5.56509938134452e-28,"219995"
"MS4A1",1.41911650923736,3.55703610346594,25.2343337246311,5.07702908278585e-07,8.20063489857181e-07,"931"
"MS4A8B",4.14350298102709,0.92530884771457,72.3418799459932,1.80965892855511e-17,4.76362338808174e-17,NA
"MSI1",1.34574417621573,2.51840625771376,41.727747233112,1.04909508237592e-10,2.03680839618436e-10,"4440"
"MSI2",1.28752183755533,4.6974463964805,166.77243699476,3.75091462011914e-38,2.15439001253489e-37,"124540"
"MSL3L2",1.21908222508742,2.61989030851585,52.880825078835,3.54412651395814e-13,7.72665217024617e-13,NA
"MSLN",3.63639625181334,4.9185757279132,61.3039521025371,4.8909756643553e-15,1.15796355352343e-14,"10232"
"MSMB",4.94409464589532,4.62121725792125,103.676223703713,2.3823310224813e-24,8.30083019269151e-24,"4477"
