"","LogFC","logCPM","LR","PValue","padj","stat"
"CCL13",-1.74059436428031,1.0826154026017,94.2469343106297,2.78517777509051e-22,8.90097890842417e-22,"6357"
"CCL14",-3.09245868005712,4.57682732461568,609.805150143682,1.23347217346133e-134,5.51876934306316e-133,"6358"
"CCL19",1.13884180893863,4.28165515522306,23.4012052068774,1.31496127010316e-06,2.07890576859793e-06,"6363"
"CCL20",3.79137264034408,0.553866125117346,140.37836523938,2.20026393802099e-32,1.04667089439894e-31,"6364"
"CCL21",-2.63766413931962,4.13149431462393,253.257220020066,5.0623752810393e-57,5.06883933549762e-56,"6366"
"CCL28",-2.35700062904498,3.9327342208679,263.961066544335,2.3502973297163e-59,2.50479827721339e-58,"56477"
"CCNA1",1.39497266819528,0.32404184523784,32.1261341359825,1.4448064848858e-08,2.52624947991006e-08,"8900"
"CCNA2",3.26497232983249,4.68235670534052,502.044161634349,3.41353043839965e-111,9.28069160615263e-110,"890"
"CCNB1",2.85538259527154,5.68997319923496,613.07408819222,2.39955831398359e-135,1.09330334312054e-133,"891"
"CCNB2",3.82864037179989,4.60995625234589,577.729938022364,1.16914147653214e-127,4.39874718657888e-126,"9133"
"CCNB3",1.39248332518245,0.702807329065728,74.2442440571706,6.90257893182017e-18,1.84966768894224e-17,"85417"
"CCND1",1.45181042191656,9.37252913901501,85.5417438750901,2.26861511715763e-20,6.73308697819352e-20,"595"
"CCNE1",3.32907633912507,3.03470636411261,241.077303528366,2.28985202286611e-54,2.14434351280215e-53,"898"
"CCNE2",3.60132503613956,3.97252873364537,519.346261240083,5.87180446162239e-115,1.71874292089807e-113,"9134"
"CCNF",1.77171026313538,4.82843264769175,402.914516532113,1.27787014829122e-89,2.41611514459276e-88,"899"
"CCNI2",2.60784061823237,0.856021538695561,139.028449796064,4.34184612145912e-32,2.04647786661244e-31,"645121"
"CCNO",2.43340813695635,3.862261116578,102.157854926987,5.12691319724972e-24,1.76085476546389e-23,"10309"
"CCR4",2.07952662304662,1.11817296545005,129.558680028726,5.11808077088132e-30,2.2303096053045e-29,"1233"
"CCR5",1.27335207191723,3.70788151605067,91.1422562440434,1.33705666011605e-21,4.15796434545377e-21,"1234"
"CCR6",1.13018998280531,2.44632017704391,49.7779487389885,1.72168121581354e-12,3.64210257481271e-12,"1235"
"CCR7",1.95298334411629,2.9761043291279,98.2051962560395,3.77198882138607e-23,1.2541589254593e-22,"1236"
"CCRL1",-1.37658279008188,2.084970342233,169.263053464297,1.07182766222154e-38,6.25016060252003e-38,NA
"CCT3",1.17609266130347,8.86660497781015,404.937969450238,4.63465097723193e-90,8.8527775525357e-89,"7203"
"CD101",1.25305900783569,1.18788400456207,165.305074691025,7.84634589859316e-38,4.46534406199922e-37,"9398"
"CD164L2",-1.25079403896432,0.769303264786194,64.1570988525182,1.14883310323436e-15,2.8013853363484e-15,"388611"
"CD177",5.67578401359472,3.36532843732134,127.273132588667,1.6188789209475e-29,6.90712401007925e-29,"57126"
"CD19",1.8212114019251,0.895473685481867,29.3385260388452,6.07753037177628e-08,1.03084158707986e-07,"930"
"CD1A",4.03819787476481,0.905557185282958,118.631150200063,1.26132491147974e-27,5.03010702787384e-27,"909"
"CD1E",1.57289911003909,1.08237655343913,62.7223920274821,2.37994404391579e-15,5.71178903194288e-15,"913"
"CD200",-1.11902396699338,3.86119995079281,278.245091636568,1.81144559713813e-62,2.07286697018134e-61,"4345"
"CD207",2.24363875651335,1.88201025489878,82.0523607261962,1.32528783886304e-19,3.80965917638826e-19,"50489"
"CD209",-2.55343190315611,2.61645541159689,525.43774920006,2.77651007214998e-116,8.44229052346176e-115,"30835"
"CD22",1.09270153148236,3.28174643493347,45.8187415224406,1.29716557092661e-11,2.63482888087737e-11,"933"
"CD248",-2.02552682303823,6.46680483001809,680.258705903012,5.87037427142623e-150,3.42991004980311e-148,"57124"
"CD27",1.0862478541506,3.17647730230282,44.0043962579393,3.27639148791552e-11,6.51561088874177e-11,"939"
"CD2",1.26308788974397,4.24154417597747,62.4370095420995,2.75104468726009e-15,6.5727733796485e-15,"914"
"CD300LF",1.5165640231366,1.38434015860756,184.287196575759,5.61578830435781e-42,3.66650437978208e-41,"146722"
"CD300LG",-5.14303285823757,3.36820974285524,1049.61042080765,2.95805507504652e-230,4.68851729394874e-228,"146894"
"CD302",-1.42545081870848,5.63902838076332,458.121227908133,1.2323847623577e-101,2.89154339753817e-100,"9936"
"CD34",-1.94560800491934,6.45113043460655,867.450799163026,1.16888211867477e-190,1.09529400541732e-188,"947"
"CD36",-3.75663477277993,7.71465257410892,817.716485551923,7.58980248576659e-180,6.49887742732393e-178,"948"
"CD38",1.15366733657255,1.73412339576024,29.4133149758391,5.84745045592402e-08,9.9249446733666e-08,"952"
"CD3D",1.50076291262766,2.68972324349258,73.8759263971481,8.31846321908495e-18,2.21910086841803e-17,"915"
"CD3E",1.07988484452371,4.33002635643712,42.0940742855705,8.69863813309176e-11,1.69501712718983e-10,"916"
"CD3G",1.16277277547345,1.04324616191658,40.828419595942,1.66198460877583e-10,3.19879972692819e-10,"917"
"CD48",1.07780647798642,4.12152730453447,60.8584826224649,6.13286761799265e-15,1.44418515316062e-14,"962"
"CD52",1.0647137714757,4.82035961718449,33.236735857274,8.15944209982975e-09,1.44568352771273e-08,"1043"
"CD5",1.45767213054843,2.80185997122072,78.429573681711,8.29017183226183e-19,2.30524953581316e-18,"921"
"CD6",1.21765468243281,3.41544556550905,70.5125556812902,4.57346407717008e-17,1.18545652897977e-16,"923"
"CD72",1.44921198971837,2.01577007544669,142.347374918539,8.16444137897856e-33,3.95970091488937e-32,"971"
"CD80",3.07380504986831,0.725357688481891,351.691460182429,1.81469101553384e-78,2.87322863341538e-77,"941"
"CD86",1.07764692422444,3.78712610295851,105.537140007377,9.31358218351805e-25,3.29212481499965e-24,"942"
"CDC14B",-1.7127966745667,3.81734499127729,726.258430981527,5.8315501950674e-160,3.82750072054225e-158,"8555"
"CDC20B",5.8703893898804,2.77389054963293,72.5504004025242,1.62820186555463e-17,4.29431396617071e-17,"166979"
"CDC20",3.63813217045682,5.3335582774443,444.642748388026,1.05685921343712e-98,2.35017095835815e-97,"991"
"CDC25A",2.828086495767,3.10841217493165,328.674734443334,1.8682444415739e-73,2.72357866291678e-72,"993"
"CDC25C",4.5628788593533,2.65127069166632,689.554416391066,5.58713586242515e-152,3.34308181583423e-150,"995"
"CDC42EP2",-1.3846268985745,4.00374576352389,554.765874692029,1.15671610620345e-122,3.90791684043655e-121,"10435"
"CDC45",3.82330651214691,3.28355561730355,459.192566446356,7.20448736090116e-102,1.70440739817725e-100,"8318"
"CDC6",3.42536239251369,4.88519522865233,360.010336191377,2.80113012449117e-80,4.56608727842384e-79,"990"
"CDC7",2.36170282886073,3.63814038171538,372.505083873325,5.33045895208803e-83,9.03509760263476e-82,"8317"
"CDCA2",3.73129773173359,3.28853529494159,421.54995213836,1.12223114166793e-93,2.28105344880089e-92,"157313"
"CDCA3",3.66058338785099,3.65988558282416,507.883324192306,1.83123707786e-112,5.07130134257178e-111,"83461"
"CDCA4",1.49253778512103,4.48070411103246,339.340816561933,8.88033662845353e-76,1.35146205748038e-74,"55038"
"CDCA5",3.37777731270766,4.76437418032303,514.200218861359,7.73347304378135e-114,2.1988743297576e-112,"113130"
"CDCA7",1.84097198918049,3.44737577258736,84.5003134377628,3.8415392718072e-20,1.12934280999715e-19,"83879"
"CDCA8",3.35696104324393,4.49075315890256,523.070236721594,9.09023228353002e-116,2.74716776454998e-114,"55143"
"CDH11",1.54308525661927,7.07638479172325,160.570382943193,8.4923498742575e-37,4.68794074755696e-36,"1009"
"CDH13",-1.32638583333419,4.21951764944852,351.240446219664,2.27518237353144e-78,3.59088370585222e-77,"1012"
"CDH19",1.63017872372485,0.990352855131604,8.38776097567347,0.00377755953985704,0.00484705784562656,"28513"
"CDH23",-2.28222891195748,2.87778973378305,541.950548121999,7.09735099634327e-120,2.25947505330167e-118,"64072"
"CDH2",3.01576794583925,3.57141212414499,145.267624477151,1.87694677205954e-33,9.29366233197575e-33,"1000"
"CDH5",-1.60175444867425,5.79765791866095,497.808801529954,2.84926555963246e-110,7.66267284710542e-109,"1003"
"CDHR3",1.51192694902941,2.75167048272277,41.4011790026907,1.23982587721778e-10,2.39991759707258e-10,"222256"
"CDK1",3.5929793900578,5.64241361554537,628.690274131941,9.63108427073251e-139,4.68933086763542e-137,"983"
"CDK5R1",1.62782092748673,2.69867797312898,191.911754257378,1.21631787408221e-43,8.3013834200416e-43,"8851"
"CDK5R2",5.55739219078503,0.253094738781497,55.0682858376973,1.16414216044191e-13,2.59610148906211e-13,"8941"
"CDK5",1.46005461754257,4.10098634836019,453.518150962457,1.2373003391717e-100,2.84483607304309e-99,"1020"
"CDKN1C",-2.50980313142852,4.62238512805283,1023.46915420984,1.42225131007257e-224,1.98038525876367e-222,"1028"
"CDKN2A",2.51297324792558,4.45597383825969,152.109926031615,5.99516113337344e-35,3.13080636965058e-34,"1029"
"CDKN2C",-1.4157848224569,4.37963479293628,324.086593466242,1.86539176086909e-72,2.67492510540794e-71,"1031"
"CDKN3",3.66217751327401,3.25753801062702,602.12039658121,5.78891601617253e-133,2.47842125646421e-131,"1033"
"CDO1",-3.3936474522514,3.10346627325759,899.858670490495,1.05328057200677e-197,1.06032616502222e-195,"1036"
"CDR1",-2.0998411378817,0.597302814164423,151.744553418882,7.20536653054619e-35,3.75621959197368e-34,"1038"
"CDSN",2.61314907813629,3.85472875861118,89.3893140599059,3.24283464972692e-21,9.93931155035616e-21,"1041"
"CDT1",2.43222857752949,4.39681006693003,314.907391991438,1.86298333691656e-70,2.54414195570301e-69,"81620"
"CDYL2",1.07169788199963,2.72168059594838,62.6308799559549,2.49313615440485e-15,5.97382366749402e-15,"124359"
"CEACAM5",4.44421028955533,6.13254560955371,109.119080297625,1.52823379087435e-25,5.58067530643061e-25,"1048"
"CEACAM6",4.40157836116971,7.76212493263843,142.897901370042,6.1880575360746e-33,3.0139218447197e-32,"4680"
"CEBPA",-2.46870881649998,5.94848429236822,1094.95163965673,4.13161012927264e-240,7.69460741450414e-238,"1050"
"CEBPD",-1.07366309203169,5.79866526966011,131.418091463906,2.00582231686087e-30,8.8836940246463e-30,"1052"
"CECR7",-1.06532637904781,1.59681785606507,58.5968287753401,1.9352815003789e-14,4.44896760903337e-14,"100130418"
"CELF2",-1.72067752847898,5.19610226226841,426.40824570683,9.83197122656397e-95,2.04020249727823e-93,"10659"
"CELF4",2.0767255322325,0.565125215661559,68.0585373118572,1.58713165023529e-16,4.02291161225853e-16,"56853"
"CELSR1",1.30205991728164,8.05294727822816,86.7478018885436,1.23280750046654e-20,3.70389170184532e-20,"9620"
"CELSR3",2.89624206745065,4.00367906398259,242.106443636748,1.36588763985248e-54,1.28393438146133e-53,"1951"
"CENPA",4.01309930867618,3.06066482196496,474.433043175613,3.47628706573e-105,8.66107040005206e-104,"1058"
"CENPE",3.25854981741105,4.36643749350086,521.204831635644,2.31427728660784e-115,6.88231882099205e-114,"1062"
"CENPF",3.45046837859737,6.84109372544048,581.350102007731,1.90724571578676e-128,7.38079322584597e-127,"1063"
"CENPH",1.51420081812406,3.42322117181372,301.988170561866,1.21512416087498e-67,1.57017648507167e-66,"64946"
"CENPI",3.31160455931814,1.86008561080577,394.648206536498,8.05326934647135e-88,1.47947792839799e-86,"2491"
"CENPK",2.82958135945501,2.3115619834013,517.493170525862,1.48572471482444e-114,4.28158849635769e-113,"64105"
"CENPL",1.90564506289157,3.51962824922697,527.630295873514,9.25748395919323e-117,2.82637814565615e-115,"91687"
"CENPM",3.42548575762704,3.02193806921555,537.132979856462,7.92774622355631e-119,2.47103537625032e-117,"79019"
"CENPN",1.7015228925549,4.14819001983232,245.475508785551,2.51683643515748e-55,2.41613054429196e-54,"55839"
"CENPO",1.62413194379389,2.89621977203472,289.192316658626,7.45665475981758e-65,8.98840608952444e-64,"79172"
"CENPP",1.9910036059147,3.02970984016313,288.460104131085,1.07668513128159e-64,1.29471604285427e-63,"401541"
"CENPW",2.12944831721058,3.56512961537126,178.318794694221,1.128508840898e-40,7.07943293496391e-40,"387103"
"CEP55",3.95461734482257,4.53156997919069,604.02209715407,2.23339595287028e-133,9.67307159936462e-132,"55165"
"CEP68",-1.19367033119489,5.38342733654948,799.917731314493,5.62273763188979e-176,4.60292131744648e-174,"23177"
"CEP72",1.05907592394817,2.0851651782078,134.290518771702,4.71982460671691e-31,2.1419636556648e-30,"55722"
"CERKL",1.64400048550492,2.17598684522563,205.506743797484,1.31285401225251e-46,9.72660961141234e-46,"375298"
"CES1",-3.63967914545096,4.87826786893556,741.485388710718,2.84969677747443e-163,1.96563112442553e-161,"1066"
"CETP",-2.5212261027298,0.677541388181459,480.701169576447,1.50373381877461e-106,3.8694525329746e-105,"1071"
"CFB",2.50646609542225,9.05036586104682,161.875731275396,4.40390662981773e-37,2.46113296615357e-36,"629"
"CFD",-3.37428857081158,6.2122555864974,760.653777971125,1.93601294918804e-167,1.40022606456081e-165,"1675"
"CFH",-1.15619908931131,6.15169184799613,171.695384973446,3.15419098328126e-39,1.88052386794348e-38,"3075"
"CFI",-1.08527034336234,4.2890940224917,128.607910698968,8.26303543664917e-30,3.57361291641904e-29,"3426"
"CFL2",-1.80402430045077,4.46697694577442,1020.28105449602,7.01357664980695e-224,9.49957077322489e-222,"1073"
"CFP",-1.39515915086821,0.692024047259656,151.368045367746,8.70855947241494e-35,4.53033615850245e-34,"5199"
"CGA",9.79830127731469,4.62553570253092,95.4926950484366,1.48438010926433e-22,4.80360105298204e-22,"1081"
"CHAC1",1.74489623220449,1.73600444897443,115.45413637924,6.25899630042977e-27,2.43162414289708e-26,"79094"
"CHAC2",1.33371144417032,1.54732809802803,138.686573743202,5.15749793681724e-32,2.42555434850505e-31,"494143"
"CHAD",1.40122029956165,5.4007499003946,29.9807566740899,4.363552722099e-08,7.44617707096014e-08,"1101"
"CHAF1A",1.06274690518451,4.56169102709933,207.009761490852,6.16982579089761e-47,4.63094380143997e-46,"10036"
"CHAF1B",1.63553352153255,4.26940864357327,279.353694027867,1.0385752705124e-62,1.19304032038275e-61,"8208"
"CHCHD1",1.14127566274603,5.19379481482478,194.978773086897,2.60401956790421e-44,1.81976020366815e-43,"118487"
"CHEK1",1.866703676959,3.65789713344077,289.919401776877,5.1774742371811e-65,6.2816928876027e-64,"1111"
"CHEK2",1.35865980180535,3.67831267509492,219.934169037131,9.34852324526077e-50,7.66980439598789e-49,"11200"
"CHGA",4.84711173765954,5.56326820528979,38.661737852932,5.03992557580819e-10,9.47147466624195e-10,"1113"
"CHGB",4.83017361919368,6.16793245128588,55.3489458589174,1.00923976744782e-13,2.25403437193901e-13,"1114"
"CHL1",-2.95081774748119,3.75241904723717,586.584509517953,1.38621211652745e-129,5.53704405472988e-128,"10752"
"CHML",1.10796787033051,5.38860708362303,137.327866079026,1.02231949064858e-31,4.76730456687735e-31,"1122"
"CHRDL1",-4.1213001789428,5.48297574170983,952.449644822032,3.89270726223956e-209,4.60297186508787e-207,"91851"
"CHRDL2",2.28713278822449,1.96783052879963,34.6694912351506,3.90706960774945e-09,7.02697128028236e-09,"25884"
"CHRD",1.10745134060424,5.1233528602496,42.1068688811411,8.64191075931905e-11,1.68462421042908e-10,"8646"
"CHRM3",1.0056266079343,0.686947378162637,16.2311235850398,5.60654190007414e-05,8.06292159934408e-05,"1131"
"CHRNA5",1.79585840405318,1.98075226226171,96.4485398616873,9.15938253482087e-23,2.99398070176165e-22,"1138"
"CHRNA9",7.85332081600114,2.38705303717737,84.5759349864418,3.69738238506768e-20,1.08782188300007e-19,"55584"
"CHRNB2",1.10084759831354,1.93947920590412,18.993777827129,1.31145415523965e-05,1.96197966250784e-05,"1141"
"CHST11",1.72281050372849,3.20446347329217,289.722551345793,5.71491747299359e-65,6.91686071731368e-64,"50515"
"CHST1",1.95978559418445,4.5636551455562,98.3925868634406,3.43141394251215e-23,1.14244997384332e-22,"8534"
"CHST3",-1.41748587049693,4.99123538115574,212.523935790867,3.86571500683654e-48,3.00601711309278e-47,"9469"
"CHST6",2.73254153721618,1.64388715030045,191.993167821673,1.16755458589152e-43,7.97588068555608e-43,"4166"
"CHST7",-1.49576256010936,2.1369258187082,694.477495054037,4.74915014618185e-153,2.8880648174679e-151,"56548"
"CHST8",1.66021007130566,3.72667773653668,41.0227525084779,1.50467314828631e-10,2.90127154604863e-10,"64377"
"CHST9",-2.2368891165657,1.98698080885771,164.899036876687,9.62421226159937e-38,5.46668465442505e-37,"83539"
"CHTF18",1.55120742103802,4.59063565300236,296.018592610212,2.42775569128265e-66,3.05241620628019e-65,"63922"
"CIDEA",-5.04959868627315,3.49927788605106,589.638917269556,3.00226831317569e-130,1.21551074994578e-128,"1149"
"CIDEC",-5.18054254886678,5.04850724789584,832.520215737982,4.5893869713854e-183,4.02219273451007e-181,"63924"
"CILP2",3.4947025540946,4.45138802340027,422.316331527247,7.64315343404688e-94,1.55993620566938e-92,"148113"
"CITED1",-1.95177452865506,2.71332955328358,110.047763421576,9.56578703817781e-26,3.5242497794711e-25,"4435"
"CIT",2.30664595592166,4.43014081571613,407.639162247815,1.19680609435627e-90,2.30377441858063e-89,"11113"
"CKAP2L",3.9712827124794,3.16532820795201,605.443222708012,1.09613389667798e-133,4.83174524455778e-132,"150468"
"CKAP2",1.57808382996156,5.33882124025845,387.414582032802,3.02503652916349e-86,5.40407904652361e-85,"26586"
"CKMT1A",1.7961360171593,3.7179260693672,68.3602670169205,1.36194292394483e-16,3.463910485465e-16,"548596"
"CKMT1B",1.74230121459153,4.84546820356501,80.549702818982,2.8348405638313e-19,8.03123969585902e-19,"1159"
"CKMT2",-3.77064318399683,1.03311166359722,921.280415771009,2.32152616993989e-202,2.4706013147096e-200,"1160"
"CKM",-5.46493357674409,2.50081338137284,404.099005691552,7.05738580355658e-90,1.34288622078147e-88,"1158"
"CKS1B",1.10704837962883,5.77898897618253,141.538664162211,1.22675015485595e-32,5.89782205782472e-32,"1163"
"CKS2",3.02922123947657,5.12451440322069,574.795575479666,5.08344023063601e-127,1.87470732663975e-125,"1164"
"CLCN2",1.61321487587981,3.05134181904741,316.54783384069,8.18220469222048e-71,1.13085962624669e-69,"1181"
"CLDN11",-2.33015403896248,3.56510584806921,454.934890586278,6.0835866077607e-101,1.40963229967382e-99,"5010"
"CLDN19",-3.76247398148821,0.713896071663426,369.984951541739,1.88569140506386e-82,3.1817572190313e-81,"149461"
"CLDN5",-2.96394529653752,4.46749135379822,1023.21897823927,1.6119603191403e-224,2.22375896248808e-222,"7122"
"CLDN6",5.66447758336085,0.971463652759584,64.8377790577206,8.13248955472596e-16,1.99976830955376e-15,"9074"
"CLDN7",1.02998103280374,6.83404971492527,133.168864588375,8.30395572991688e-31,3.73214589502358e-30,"1366"
"CLDN8",-1.95604985011406,3.86121776635839,137.856757728186,7.83278666812492e-32,3.66637413032966e-31,"9073"
"CLDN9",2.6854698647123,1.0582983816676,146.845718490463,8.48121454680459e-34,4.24459575185897e-33,"9080"
"CLEC10A",-1.09919940437874,2.31132957681124,49.564687009123,1.91937580564319e-12,4.05225735132179e-12,"10462"
"CLEC11A",1.1043941290518,4.41352886297083,110.582223322321,7.30517172070468e-26,2.70880421768987e-25,"6320"
"CLEC14A",-1.39825417880742,4.505543795077,398.84738535154,9.8139821852284e-89,1.82317357328825e-87,"161198"
"CLEC1A",-1.37073029766187,1.58399317925644,369.236814122223,2.74387159522695e-82,4.61931558161428e-81,"51267"
"CLEC3A",5.72480313671744,7.58390878523028,58.9278914935223,1.63557278731984e-14,3.77746069729937e-14,"10143"
"CLEC3B",-4.09327564394568,5.09219280449856,2454.68505614768,0,0,"7123"
"CLEC4E",1.14756847102717,0.900770547348671,32.2487164243119,1.35646667210289e-08,2.37569024893158e-08,"26253"
"CLEC5A",4.02808352630039,2.76044270351516,468.903548883106,5.5509214867865e-104,1.35357085485486e-102,"23601"
"CLEC7A",1.81973086687202,3.7392959389896,150.432967545813,1.3941972142101e-34,7.19257073909844e-34,"64581"
"CLGN",3.15948862715628,4.41442881520814,172.001261309316,2.70449168960006e-39,1.61564641873902e-38,"1047"
"CLIC2",-1.07246420985116,3.98541614673451,196.668945074372,1.11371098460975e-44,7.84918635747433e-44,"1193"
"CLIC3",2.05568869027847,2.60380804912003,112.014146483711,3.54769744214199e-26,1.3337659397041e-25,"9022"
"CLIC5",-2.04315692291473,3.15841631815723,467.362218660807,1.20163515788744e-103,2.906357502819e-102,"53405"
"CLIC6",1.93122808388014,6.5722032468639,44.9954048185205,1.9749735090809e-11,3.97314749011563e-11,"54102"
"CLIP3",-1.0712762740106,4.5853739174275,208.8336041716,2.46799123415998e-47,1.88567186655126e-46,"25999"
"CLIP4",-1.61286147335386,4.29723406094856,285.573953644992,4.58117575920212e-64,5.42998708324204e-63,"79745"
"CLSPN",3.7745369510396,2.86174937429104,436.438136933467,6.45137047157794e-97,1.38499954835792e-95,"63967"
"CLTCL1",-1.08229302865946,1.82786994127527,102.455768955404,4.4110728115641e-24,1.5188484820775e-23,"8218"
"CLTC",1.03069074852189,9.70714134325512,132.034516670612,1.47040217862589e-30,6.53760729911881e-30,"1213"
"CMPK2",1.52118409104816,4.29356781074796,108.765035535175,1.82710261376543e-25,6.64657609666848e-25,"129607"
"CMTM7",-1.20611558157041,4.89344106293109,135.451735270409,2.6298322089285e-31,1.20708164143024e-30,"112616"
"CMYA5",-1.28216948933088,5.28763914263067,120.664020459907,4.52652086146629e-28,1.83561878919396e-27,"202333"
"CNFN",1.34383338789913,2.24139056259072,106.691462801988,5.20162603050057e-25,1.85848983761218e-24,"84518"
"CNIH2",4.03798354603072,2.65389657081269,406.633323169157,1.98140309300278e-90,3.80915157195464e-89,"254263"
"CNIH3",1.07420562966971,2.11404733678847,98.5144468155086,3.22662124307225e-23,1.07546823043699e-22,"149111"
"CNN1",-3.32447568769175,5.27127127565344,1047.58442692446,8.1538739093564e-230,1.27878491974212e-227,"1264"
"CNRIP1",-1.65893566224456,3.41357175126634,625.128092624079,5.73354237553957e-138,2.76453229298265e-136,"25927"
"CNTD2",2.98005549856482,3.17145586912231,185.535231148152,2.99883997086262e-42,1.96567165534017e-41,"79935"
"CNTFR",-3.01223711784699,3.72355398042871,327.877716715316,2.78630044699665e-73,4.05401273044953e-72,"1271"
"CNTN1",-1.07692819054532,3.00402170851657,52.1314096797566,5.19079543032478e-13,1.12278834373416e-12,"1272"
"CNTNAP2",4.36789640537401,5.23775579153361,192.184721194393,1.06039473773196e-43,7.26716706415296e-43,"26047"
"CNTNAP3",-2.3128685937843,1.69270626626712,268.423678922845,2.50302518974042e-60,2.73807432466538e-59,"79937"
"COBLL1",-1.13095171509791,5.3842378735971,213.444019415692,2.43504365398636e-48,1.91147077980731e-47,"22837"
"COCH",1.43615241389223,2.63304624587499,32.2174688566383,1.37845807143145e-08,2.41165415761591e-08,"1690"
"COL10A1",7.53535863377923,7.24172984646103,823.862345861019,3.49986951076889e-181,3.0316602233108e-179,"1300"
"COL11A1",6.94653256677282,7.74293294992123,545.732638653214,1.06738508191992e-120,3.46469941950432e-119,"1301"
"COL11A2",2.77972486873181,3.36064490883195,63.170642493249,1.89552572595829e-15,4.57203137300511e-15,"1302"
"COL12A1",1.60930114019449,9.19115441476214,139.94029259945,2.74328160299915e-32,1.30083235528594e-31,"1303"
"COL13A1",1.54389900065497,1.24896869405808,113.226900755073,1.92442838203745e-26,7.33113230988903e-26,"1305"
"COL14A1",-1.46570689096403,7.08525601397513,133.802035557526,6.03640776241337e-31,2.72452103157215e-30,"7373"
"COL17A1",-2.98183916913502,5.91672132681866,332.299992762566,3.03285085355222e-74,4.47833943182107e-73,"1308"
"COL1A1",1.87701767702645,12.7717844416165,181.08761752492,2.80513103348296e-41,1.79371876686106e-40,"1277"
"COL1A2",1.23750445783344,11.9313800607607,105.779160067065,8.24279244942415e-25,2.92125034976143e-24,"1278"
"COL22A1",3.66321208765591,2.91900171720832,168.180448301498,1.84751073620909e-38,1.06938859591217e-37,"169044"
"COL23A1",-1.11127230071053,0.876708936821577,82.8753835898929,8.73927621596214e-20,2.5346793136387e-19,"91522"
"COL24A1",2.19343700031336,1.2611571319047,247.187999396264,1.06535608180063e-55,1.0367563855485e-54,"255631"
"COL2A1",3.19730710078737,6.68389398516429,54.1388760409409,1.86808453671703e-13,4.12474967258235e-13,"1280"
"COL3A1",1.04854137504853,11.9281792544409,72.9211825609154,1.34932173026532e-17,3.5676210220449e-17,"1281"
"COL4A6",-1.24501071407611,3.04540745132829,47.2759611569545,6.16638340177353e-12,1.2698899947673e-11,"1288"
"COL5A1",1.77652656117619,9.02410411313618,172.078110245053,2.60196958043363e-39,1.55689738067794e-38,"1289"
"COL5A2",1.84537848823287,9.14752863056162,188.006778197591,8.65804997933886e-43,5.76390914397541e-42,"1290"
"COL6A6",-3.24063031091954,2.10552090445558,613.445575202485,1.99219945124409e-135,9.10484037548641e-134,"131873"
"COL8A1",1.03410332121549,5.21831920296778,50.7156647216154,1.06764039955726e-12,2.27988738899293e-12,"1295"
"COL9A1",4.91866875654867,1.48147842702885,46.1879548770894,1.07435448433579e-11,2.19301376381955e-11,"1297"
"COL9A3",2.60741712666263,4.08365474850827,77.8709515050589,1.09997188865428e-18,3.03940674500372e-18,"1299"
"COMP",4.29183144617973,7.39728124034377,357.048602856482,1.23665754720743e-79,1.99404337617355e-78,"1311"
"COMTD1",1.56918095592293,3.42776420813651,207.75335610598,4.24650954950055e-47,3.21487529359801e-46,"118881"
"CORIN",2.4266946458579,2.63650379513764,168.380125656336,1.67098633181575e-38,9.69849059513942e-38,"10699"
"CORO2A",1.48626999275907,5.82849389351363,204.946064916139,1.74001867527751e-46,1.2846649277978e-45,"7464"
"CORO2B",-2.48750464115123,2.23255798363597,1018.24793511382,1.94025185983764e-223,2.60430742880369e-221,"10391"
"COX17",1.11926149920415,5.05579422575901,159.028974291012,1.84420704055061e-36,1.00795453768025e-35,"10063"
"COX6C",2.91006763387021,9.20612544365457,246.95429890478,1.19797008273433e-55,1.16428938438739e-54,"1345"
"COX7A1",-2.60893845272341,3.3167323721229,807.772694111283,1.10191385700375e-177,9.171739975139e-176,"1346"
"CPA4",1.89793245533019,2.74077185965454,56.2820629471139,6.2785591070743e-14,1.41497885548782e-13,"51200"
"CPA6",2.35889660369611,1.5468467433101,31.3685630357361,2.13408497620486e-08,3.70363798025348e-08,"57094"
"CPAMD8",-1.51480871393019,3.97567160101754,139.513238118325,3.40140696068207e-32,1.60932239781525e-31,"27151"
"CPB1",3.79791273937423,9.68523869744461,49.9709194510033,1.56041547314754e-12,3.30753025102080e-12,"1360"
"CPLX2",7.04824508957813,3.42908372419157,37.2219774744331,1.05418990990832e-09,1.94860071522025e-09,"10814"
"CPM",-1.78084357311256,5.34121572082791,377.171574901205,5.13759436820218e-84,8.84913508576234e-83,"1368"
"CPNE7",2.39791784242995,3.0607807965438,145.589079071665,1.59652374139401e-33,7.92358668322099e-33,"27132"
"CPXM2",-1.3863729335585,5.19501793806581,193.945552750339,4.37670596128554e-44,3.03860867274899e-43,"119587"
"CR1",-1.13915930024837,1.3951523245272,53.704594001455,2.33017754482985e-13,5.12584013589546e-13,"1378"
"CR2",1.74538053988586,2.39287838646923,20.9177274788105,4.79437095899192e-06,7.36405494000212e-06,"1380"
"CRABP2",1.90940600018241,9.01212169261768,142.526005178151,7.46223253489456e-33,3.62621665157841e-32,"1382"
"CRB3",1.67437387230014,3.98698149638524,389.713523040287,9.55528619772938e-87,1.72562677648448e-85,"92359"
"CREB3L1",2.17024093448022,6.31650655071493,200.383707483308,1.72226005226095e-45,1.23841469684536e-44,"90993"
